id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
188076,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) US drones kill 12 militants in northwest Pakistan
25 July 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,,2,Shaktoi area,,Federally Administered Tribal Areas,North Waziristan,32.690300,70.006900,POINT (70.006900 32.690300),176901,Pakistan,770,Asia,1,1,07/25/2010 00:00:00,07/25/2010 00:00:00,0,0,0,5,5,12,5,
188077,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) US drones kill 12 militants in northwest Pakistan
25 July 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,,1,Tappi Town,,Federally Administered Tribal Areas,North Waziristan,32.947778,70.147500,POINT (70.147500 32.947778),176901,Pakistan,770,Asia,1,1,07/25/2010 00:00:00,07/25/2010 00:00:00,0,0,0,7,7,12,7,
188078,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,SATP Pakistan datasheet,,,,,1,Bushnarai village,,Federally Administered Tribal Areas,North Waziristan,33.018451,69.655036,POINT (69.655036 33.018451),177620,Pakistan,770,Asia,1,1,09/14/2010 00:00:00,09/14/2010 00:00:00,0,0,0,0,0,5,0,
188079,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"At least 28 killed in three US drone strikes in Pakistan's Waziristan
22 September 2010
BBC Monitoring",,,,,1,Miranshah Town,,Federally Administered Tribal Areas,North Waziristan,33.008611,70.069722,POINT (70.069722 33.008611),177621,Pakistan,770,Asia,1,1,09/21/2010 00:00:00,09/21/2010 00:00:00,0,0,0,0,0,9,0,
188080,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pakistan article says civilian killings in US drone strikes build ""distrust""
14 September 2010
BBC Monitoring",,,,,1,Qutab Khel Village,,Federally Administered Tribal Areas,North Waziristan,32.965380,70.082700,POINT (70.082700 32.965380),176901,Pakistan,770,Asia,1,1,09/14/2010 00:00:00,09/14/2010 00:00:00,0,3,0,0,3,6,3,
188081,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) SATP Pakistan datasheet

(2) US drone attack kills 12 militants in Pakistan's North Waziristan 15 Sep
15 September 2010
BBC Monitoring",,,,,1,Darga Mandi village,,Federally Administered Tribal Areas,North Waziristan,33.046946,70.020332,POINT (70.020332 33.046946),177621,Pakistan,770,Asia,1,1,09/15/2010 00:00:00,09/15/2010 00:00:00,0,14,0,7,21,21,12,
188082,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"At least 28 killed in three US drone strikes in Pakistan's Waziristan
22 September 2010
BBC Monitoring",,,,,1,Azam Warsak Town,,Federally Administered Tribal Areas,South Waziristan,23.292222,69.420556,POINT (69.420556 23.292222),163219,Pakistan,770,Asia,1,1,09/21/2010 00:00:00,09/21/2010 00:00:00,0,0,0,0,0,12,0,
188083,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"At least 28 killed in three US drone strikes in Pakistan's Waziristan
22 September 2010
BBC Monitoring",,,,,3,South Waziristan,,Federally Administered Tribal Areas,South Waziristan,32.303972,69.682074,POINT (69.682074 32.303972),176180,Pakistan,770,Asia,1,1,09/21/2010 00:00:00,09/21/2010 00:00:00,0,0,0,0,0,7,0,
188084,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,SATP Pakistan datasheet,,,,,1,Lwara Mandai village,,Federally Administered Tribal Areas,North Waziristan,32.948250,69.505277,POINT (69.505277 32.948250),176900,Pakistan,770,Asia,1,1,09/26/2010 00:00:00,09/26/2010 00:00:00,0,0,0,0,0,7,0,
188086,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Intelligence officials say suspected US missile strike kills 4 militants in northwest Pakistan
25 September 2010
Associated Press Newswires

(2) SATP Pakistan datasheet

(3) Senior al Qaeda leader said killed in Pakistan
28 September 2010
Reuters News",,,,intelligence officials,1,Datta Khel Town,,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,2,09/25/2010 00:00:00,09/26/2010 00:00:00,0,4,0,0,4,4,4,
188087,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Suspected US missile strike kills 4 people in NW Pakistan, say intel officials
27 September 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,intelligence officials,1,Tori Khel village,,Federally Administered Tribal Areas,North Waziristan,32.987523,70.320461,POINT (70.320461 32.987523),176901,Pakistan,770,Asia,1,1,09/27/2010 00:00:00,09/27/2010 00:00:00,0,0,0,0,0,4,0,
188088,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Pakistan officials say US missile kills 4 militants killed in NW Pakistan
28 September 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,,1,Zeba village,,Federally Administered Tribal Areas,South Waziristan,32.478487,69.278411,POINT (69.278411 32.478487),176179,Pakistan,770,Asia,1,1,09/28/2010 00:00:00,09/28/2010 00:00:00,0,0,0,4,4,4,4,
188090,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Pakistan: Third US drone strike on 2 October takes toll to 18
3 October 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,1,Datta Khel Town,,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/02/2010 00:00:00,10/02/2010 00:00:00,0,6,0,12,18,18,18,
188091,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Eight Germans killed in US strike in North Waziristan, Pakistan
4 October 2010
BBC Monitoring

(2) SATP Pakistan datasheet

(3) Pakistani daily reports confusion over deaths of Germans in drone strike
6 October 2010
BBC Monitoring

(4) Members of Hamburg cell could be among eight killed in drone attack in Pakistan
7 October 2010
BBC Monitoring

(5) Pakistan: Two Al-Qa'idah-linked German militants survive drone attack
8 October 2010
BBC Monitoring",,,,security officials in Rawalpindi,1,Mosakki suburb,,Federally Administered Tribal Areas,North Waziristan,32.961853,70.267359,POINT (70.267359 32.961853),176901,Pakistan,770,Asia,1,1,10/04/2010 00:00:00,10/04/2010 00:00:00,0,6,0,2,8,10,8,
188092,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Pakistani daily reports details of 6 October US drone attacks
7 October 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,1,Miranshah Town,,Federally Administered Tribal Areas,North Waziristan,33.008611,70.069722,POINT (70.069722 33.008611),177621,Pakistan,770,Asia,1,1,10/06/2010 00:00:00,10/06/2010 00:00:00,0,0,0,0,0,6,0,
188093,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,SATP Pakistan datasheet,,,,,1,Khaisora Village,,Federally Administered Tribal Areas,North Waziristan,32.819444,69.980556,POINT (69.980556 32.819444),176900,Pakistan,770,Asia,1,1,10/07/2010 00:00:00,10/07/2010 00:00:00,0,0,0,0,0,4,0,
188094,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,SATP Pakistan datasheet,,,,,1,Char Khel village,,Federally Administered Tribal Areas,North Waziristan,32.950833,69.894444,POINT (69.894444 32.950833),176900,Pakistan,770,Asia,1,1,10/08/2010 00:00:00,10/08/2010 00:00:00,0,0,0,0,0,10,0,
188095,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Pakistani daily reports details of 6 October US drone attacks
7 October 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,1,Hurmaz village,,Federally Administered Tribal Areas,North Waziristan,32.970973,70.263155,POINT (70.263155 32.970973),176901,Pakistan,770,Asia,1,1,10/06/2010 00:00:00,10/06/2010 00:00:00,0,0,0,0,0,5,0,
188096,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Intel officials say suspected US missile strikes kill 9 people in Pakistani tribal region.
Associated Press Writer
8 October 2010",,,,officials,1,Muhammad Khel village,,Federally Administered Tribal Areas,North Waziristan,32.957500,69.886667,POINT (69.886667 32.957500),176900,Pakistan,770,Asia,1,1,10/08/2010 00:00:00,10/08/2010 00:00:00,0,0,0,4,4,4,4,
188097,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Intel officials say suspected US missile strikes kill 9 people in Pakistani tribal region.
Associated Press Writer
8 October 2010",,,,officials,1,Datta Khel Town,,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,10/08/2010 00:00:00,10/08/2010 00:00:00,0,0,0,5,5,5,5,
188098,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) US drone attack reportedly kills seven militants in Pakistan's North Waziristan
10 October 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,security official,1,Spinwam Town,,Federally Administered Tribal Areas,North Waziristan,33.179912,70.380087,POINT (70.380087 33.179912),177621,Pakistan,770,Asia,1,1,10/10/2010 00:00:00,10/10/2010 00:00:00,0,0,0,0,0,7,0,
188099,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Four suspected US missile strikes in NW Pakistan kill 11 militants, say intel officials
Associated Press Writer
13 October 2010",,,,intelligence officials,1,Lataka village,,Federally Administered Tribal Areas,North Waziristan,32.915000,69.741111,POINT (69.741111 32.915000),176900,Pakistan,770,Asia,1,1,10/13/2010 00:00:00,10/13/2010 00:00:00,0,1,0,1,2,3,2,
188101,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pakistan: Local Taleban commander killed in 11 October drone strike
14 October 2010
BBC Monitoring",,,,official sources,3,North Waziristan,,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,10/11/2010 00:00:00,10/11/2010 00:00:00,0,0,0,0,0,8,0,
188102,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Four suspected US missile strikes in NW Pakistan kill 11 militants, say intel officials
Associated Press Writer
13 October 2010",,,,intelligence officials,1,Lataka village,,Federally Administered Tribal Areas,North Waziristan,32.915000,69.741111,POINT (69.741111 32.915000),176900,Pakistan,770,Asia,1,1,10/13/2010 00:00:00,10/13/2010 00:00:00,0,0,0,0,0,4,0,
188103,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Four suspected US missile strikes in NW Pakistan kill 11 militants, say intel officials
Associated Press Writer
13 October 2010",,,,intelligence officials,1,Lataka village,,Federally Administered Tribal Areas,North Waziristan,32.915000,69.741111,POINT (69.741111 32.915000),176900,Pakistan,770,Asia,1,1,10/13/2010 00:00:00,10/13/2010 00:00:00,0,0,0,0,0,2,0,
188104,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Four suspected US missile strikes in NW Pakistan kill 11 militants, say intel officials
Associated Press Writer
13 October 2010",,,,intelligence officials,1,Lataka village,,Federally Administered Tribal Areas,North Waziristan,32.915000,69.741111,POINT (69.741111 32.915000),176900,Pakistan,770,Asia,1,1,10/13/2010 00:00:00,10/13/2010 00:00:00,0,0,0,0,0,2,0,
188105,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) 7 people killed as US missiles pound militant targets in NW Pakistan
18 October 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,,1,Sanzalai village,,Federally Administered Tribal Areas,North Waziristan,32.963056,69.593889,POINT (69.593889 32.963056),176900,Pakistan,770,Asia,1,1,10/18/2010 00:00:00,10/18/2010 00:00:00,0,0,0,0,0,7,0,
188106,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pair of suspected US missile strikes kill 7 people in NW Pakistan, intelligence officials say
27 October 2010
Associated Press Newswires",,,,,1,Degan Village,,Federally Administered Tribal Areas,North Waziristan,32.964722,69.868056,POINT (69.868056 32.964722),176900,Pakistan,770,Asia,1,1,10/27/2010 00:00:00,10/27/2010 00:00:00,0,4,0,0,4,4,4,
188107,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) US drone strike kills five in Pakistan's North Waziristan - TV
1 November 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,1,Haider Khel village,,Federally Administered Tribal Areas,North Waziristan,32.944860,70.296000,POINT (70.296000 32.944860),176901,Pakistan,770,Asia,1,1,11/01/2010 00:00:00,11/01/2010 00:00:00,0,0,0,0,0,6,0,
188108,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) 2 US missile strikes kill 14 suspected militants in NW Pakistan, local intel officials say
8 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet

(3) US drones kill 13 in Pakistan's North Waziristan - TV
8 November 2010
BBC Monitoring",,,,security officials,1,Sidgi village,,Federally Administered Tribal Areas,North Waziristan,33.087002,69.963793,POINT (69.963793 33.087002),177620,Pakistan,770,Asia,1,1,11/07/2010 00:00:00,11/07/2010 00:00:00,0,0,0,0,0,9,0,
188109,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) 2 US missile strikes kill 14 suspected militants in NW Pakistan, local intel officials say
8 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet

(3) US drones kill 13 in Pakistan's North Waziristan - TV
8 November 2010
BBC Monitoring",,,,security officials,2,"Maizer locality, Datta Khel tehsil",,Federally Administered Tribal Areas,North Waziristan,32.878310,69.614130,POINT (69.614130 32.878310),176900,Pakistan,770,Asia,1,1,11/07/2010 00:00:00,11/07/2010 00:00:00,0,4,0,0,4,5,4,
188110,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,SATP Pakistan datasheet,,,,,2,Ghulam Khan Town,,Federally Administered Tribal Areas,North Waziristan,33.143889,70.023889,POINT (70.023889 33.143889),177621,Pakistan,770,Asia,1,1,11/11/2010 00:00:00,11/11/2010 00:00:00,0,6,0,0,6,8,6,
188111,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) US drone strike in Pakistan's North Waziristan kills 10 militants - official
16 November 2010
BBC Monitoring

(2) SATP Pakistan datasheet

(3) At least 20 militants killed in US drone strike in Pakistan - official
16 November 2010
BBC Monitoring",,,,security officials,1,Ghulam Khan Town,,Federally Administered Tribal Areas,North Waziristan,33.143889,70.023889,POINT (70.023889 33.143889),177621,Pakistan,770,Asia,1,1,11/16/2010 00:00:00,11/16/2010 00:00:00,0,0,0,0,0,20,0,
188112,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Pakistani intelligence officials say US missile strike kills 5 militants near Afghan border
13 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,local intelligence officials and a government official,1,Ahmad Khel village,,Federally Administered Tribal Areas,North Waziristan,32.984167,69.988333,POINT (69.988333 32.984167),176900,Pakistan,770,Asia,1,1,11/13/2010 00:00:00,11/13/2010 00:00:00,0,3,0,2,5,5,5,
188113,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Officials: Suspected US missile strike kills 20 alleged militants in Pakistan near Afghanistan
16 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,security officials,1,Bangidar village,,Federally Administered Tribal Areas,North Waziristan,33.176720,70.061960,POINT (70.061960 33.176720),177621,Pakistan,770,Asia,1,1,11/16/2010 00:00:00,11/16/2010 00:00:00,0,0,0,0,0,20,0,
188114,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"FACTBOX-Security developments in Pakistan, Nov 28
28 November 2010
Reuters News",,,,intelligence officials,3,North Waziristan,,Federally Administered Tribal Areas,North Waziristan,32.950871,69.957639,POINT (69.957639 32.950871),176900,Pakistan,770,Asia,1,1,11/28/2010 00:00:00,11/28/2010 00:00:00,0,0,0,0,0,3,0,
188115,,2010,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"(1) Pakistani intelligence officials say suspected US missiles hit vehicle, kill 4 militants in NW
19 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,Pakistani intelligence officials,2,Marsi Khel village,,Federally Administered Tribal Areas,North Waziristan,33.029915,70.179650,POINT (70.179650 33.029915),177621,Pakistan,770,Asia,1,1,11/19/2010 00:00:00,11/19/2010 00:00:00,0,3,0,0,3,4,3,
188116,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Suspected US missile strike kills 5 militants in northwestern Pakistan
22 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,intelligence officials,1,Khaddi village,,Federally Administered Tribal Areas,North Waziristan,32.971763,70.215822,POINT (70.215822 32.971763),176901,Pakistan,770,Asia,1,1,11/21/2010 00:00:00,11/21/2010 00:00:00,0,4,0,2,6,9,6,
188117,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Suspected US missile strike kills 5 militants in northwestern Pakistan
22 November 2010
Associated Press Newswires

(2) SATP Pakistan datasheet",,,,intelligence officials,2,Mir Ali Town,,Federally Administered Tribal Areas,North Waziristan,32.970219,70.200000,POINT (70.200000 32.970219),176901,Pakistan,770,Asia,1,1,11/22/2010 00:00:00,11/22/2010 00:00:00,0,0,0,0,0,5,0,
188118,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Two drone strikes kill five ""suspected militants"" in Pakistan's North Waziristan
7 December 2010
BBC Monitoring",,,,intelligence officials,1,Khaisora Village,,Federally Administered Tribal Areas,North Waziristan,32.819444,69.980556,POINT (69.980556 32.819444),176900,Pakistan,770,Asia,1,1,12/06/2010 00:00:00,12/06/2010 00:00:00,0,0,0,0,0,5,0,
188119,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Car bomb blast near Shiite site in northwest Pakistan kills at least 10
10 December 2010
Associated Press Newswires",,,,intelligence officials,1,Mir Ali Town,,Federally Administered Tribal Areas,North Waziristan,32.970219,70.200000,POINT (70.200000 32.970219),176901,Pakistan,770,Asia,1,1,12/10/2010 00:00:00,12/10/2010 00:00:00,0,0,0,0,0,4,0,
188120,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Three drone attacks kill 24 people in Pakistan tribal area - website
17 December 2010
BBC Monitoring",,,,,2,Sipah Town,,Federally Administered Tribal Areas,Khyber Agency,33.887778,70.908333,POINT (70.908333 33.887778),178342,Pakistan,770,Asia,1,1,12/17/2010 00:00:00,12/17/2010 00:00:00,0,0,0,0,0,4,0,
188121,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Three drone attacks kill 24 people in Pakistan tribal area - website
17 December 2010
BBC Monitoring

(2) Pakistan: Key Swat Taleban commander said killed in US drone strike
20 December 2010
BBC Monitoring",,,,,2,Sandana village,,Federally Administered Tribal Areas,Khyber Agency,33.919275,70.893453,POINT (70.893453 33.919275),178342,Pakistan,770,Asia,1,1,12/17/2010 00:00:00,12/17/2010 00:00:00,0,0,0,0,0,34,0,
188122,,2010,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"US drones kill 54 in Pakistan, CIA station chief pulled as controversy over strikes increases
18 December 2010
Associated Press Newswires",,,,,3,Khyber Agency,,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,12/17/2010 00:00:00,12/17/2010 00:00:00,0,0,0,0,0,16,0,
188124,,2010,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,-1,"Pakistan officials say US drone strike kills 8 suspected militants in northwest Pakistan
31 December 2010
Associated Press Newswires",,,,officials,2,Ghulam Khan Town,,Federally Administered Tribal Areas,North Waziristan,33.143889,70.023889,POINT (70.023889 33.143889),177621,Pakistan,770,Asia,1,1,12/31/2010 00:00:00,12/31/2010 00:00:00,0,4,0,0,4,8,4,
188127,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) Five killed in raid, including bin Laden and son: US
2 May 2011
Agence France Presse

(2) Bin Laden operation conducted by US forces: Pakistan
2 May 2011
Agence France Presse

(3) Bin Laden wife served as human shield: US official
2 May 2011
Agence France Presse",,,,,1,Abbottabad town,,Khyber Pakhtunkwa Province,Abbottabad District,34.146852,73.214488,POINT (73.214488 34.146852),179067,Pakistan,770,Asia,1,1,05/02/2011 00:00:00,05/02/2011 00:00:00,0,1,1,3,5,5,5,
188132,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pakistan: Toll in US drone attack mounts to five  
2011-01-12
BBC",,,,,1,Haider Khel village,,Federally Administered Tribal Areas,North Waziristan,32.944860,70.296000,POINT (70.296000 32.944860),176901,Pakistan,770,Asia,1,1,01/12/2011 00:00:00,01/12/2011 00:00:00,0,0,0,5,5,5,5,
188133,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pakistani soldiers search homes, round up suspects to tamp down violence in Karachi 
2011-01-18
AP",,,,,1,Zarram Asar village,,Federally Administered Tribal Areas,North Waziristan,32.969870,69.675110,POINT (69.675110 32.969870),176900,Pakistan,770,Asia,1,1,01/18/2011 00:00:00,01/18/2011 00:00:00,0,0,0,0,0,4,0,
188134,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) UPDATE 3- First U.S. drone attacks in Pakistan in weeks kill 11
21 February 2011
Reuters News

(2) Al-Qaida finance chief for Pakistan thought among 15 dead in US drone strikes near Afghanistan
Associated Press
21 February 2011",,,,,2,Kazha Punga locality,,Federally Administered Tribal Areas,South Waziristan,32.263056,69.416667,POINT (69.416667 32.263056),176179,Pakistan,770,Asia,1,2,02/20/2011 00:00:00,02/21/2011 00:00:00,0,0,0,7,7,7,7,
188135,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"(1) UPDATE 3- First U.S. drone attacks in Pakistan in weeks kill 11
21 February 2011
Reuters News

(2) Al-Qaida finance chief for Pakistan thought among 15 dead in US drone strikes near Afghanistan
Associated Press
21 February 2011",,,,,1,Spalga village,,Federally Administered Tribal Areas,North Waziristan,32.931389,70.133611,POINT (70.133611 32.931389),176901,Pakistan,770,Asia,1,1,02/21/2011 00:00:00,02/21/2011 00:00:00,0,0,0,8,8,8,8,
188136,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"US drone strike 'kills six militants in Pakistan'
13 March 2011
Agence France Presse",,,,,1,Spalga village,,Federally Administered Tribal Areas,North Waziristan,32.931389,70.133611,POINT (70.133611 32.931389),176901,Pakistan,770,Asia,1,1,03/13/2011 00:00:00,03/13/2011 00:00:00,0,0,0,6,6,6,6,
188137,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"WRAPUP 4-US intensifies drone aircraft attacks in Pakistan
12 May 2011
Reuters News",,,,,2,Datta Khel Town,,Federally Administered Tribal Areas,North Waziristan,32.908333,69.744722,POINT (69.744722 32.908333),176900,Pakistan,770,Asia,1,1,05/12/2011 00:00:00,05/12/2011 00:00:00,0,0,0,8,8,8,8,
188138,,2011,True,Clear,1,418,418,United States of America:Government,878,878,Government of United States of America - al-Qaida ,3,3,Government of United States of America,769,769,al-Qaida ,-1,"Pakistan officials say 2 US missile strikes kill 7 militants close to Afghan border
16 May 2011
Associated Press Newswires",,,,,1,Mir Ali Town,,Federally Administered Tribal Areas,North Waziristan,32.970219,70.200000,POINT (70.200000 32.970219),176901,Pakistan,770,Asia,1,1,05/16/2011 00:00:00,05/16/2011 00:00:00,0,0,0,0,0,7,0,
